Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
672,Christian Holmes,WAS,25,CB,17,2,0,8,7,87.50%,106,15.1,13.3,1,158.3,11.6,75,31,0,0,0,0,0,12,2,14.30%,HolmCh00
673,Noah Igbinoghene,MIA,23,CB,9,2,1,23,12,52.20%,142,11.8,6.2,2,82.2,13.1,100,42,1,0,0,0,0,10,1,9.10%,IgbiNo00
674,Drake Jackson,SFO,21,DE,15,0,1,1,1,100.00%,33,33,33,0,79.2,0,0,33,0,2,2,3,7,14,0,0.00%,JackDr01
675,John Jenkins,MIA,33,DT,16,0,0,1,1,100.00%,14,14,14,0,118.7,0,0,14,0,3,1,0,4,20,0,0.00%,JenkJo00
676,Lonnie Johnson Jr.,TEN,27,CB,12,0,0,6,3,50.00%,46,15.3,7.7,1,115.3,19.5,31,15,0,0,0,0,0,11,2,15.40%,JohnLo01
677,Benito Jones,DET,25,DL,17,0,0,2,1,50.00%,-1,-1,-0.5,0,56.2,-2.5,-6,5,0,0,2,1.5,4,16,0,0.00%,JoneBe03
678,Linval Joseph,PHI,34,DT,8,8,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,20,0,0.00%,JoseLi99
679,Quentin Lake,LAR,23,S,9,0,0,2,2,100.00%,39,19.5,19.5,0,118.7,12,24,15,0,0,0,1,1,10,1,9.10%,LakeQu00
680,Rashard Lawrence,ARI,24,DT,5,5,0,1,1,100.00%,6,6,6,0,91.7,-3,-3,9,5,1,0,0,1,10,0,0.00%,LawrRa01
681,DeMarvin Leal,PIT,22,DE,11,2,0,1,0,0.00%,0,,0,0,39.6,-2,0,0,0,0,0,0,0,14,3,17.60%,LealDe00
682,Shaquille Leonard,IND,27,LB,3,1,1,9,8,88.90%,74,9.3,8.2,3,100.9,3.8,20,54,1,0,0,0,0,11,0,0.00%,LeonDa00
683,Tyquan Lewis,IND,27,DE,7,4,0,0,0,,0,,,0,,,0,0,0,3,3,1,7,14,2,12.50%,LewiTy00
684,Shaquille Quarterman,JAX,25,LB,17,0,0,2,1,50.00%,16,16,8,0,77.1,-0.5,2,14,0,0,0,0,0,16,0,0.00%,QuarSh00
685,Robert Quinn,2TM,32,DE/DL,13,7,0,2,1,50.00%,6,6,3,0,56.2,-3.5,-3,9,2,6,4,1,11,10,1,9.10%,QuinRo00
686,Malik Reed,PIT,26,LB,14,2,0,3,3,100.00%,26,8.7,8.7,0,102.8,-1.3,-4,30,27,1,3,1,5,25,1,3.80%,ReedMa01
687,Marlon Tuipulotu,PHI,23,DT,9,1,0,0,0,,0,,,0,,,0,0,1,1,1,1,3,16,1,5.90%,TuipMa00
688,Josh Tupou,CIN,28,DT,11,6,0,0,0,,0,,,0,,,0,0,0,0,2,2,4,19,1,5.00%,TupoJo00
689,Derrek Tuszka,2TM,26,OLB,15,1,0,3,3,100.00%,31,10.3,10.3,0,109.7,8,24,7,2,0,0,0,0,16,0,0.00%,TuszDe00
690,Perrion Winfrey,CLE,22,DT,13,0,0,0,0,,0,,,0,,,0,0,0,1,1,0.5,3,22,1,4.30%,WinfPe00
691,Devonte Wyatt,GNB,24,DL,16,0,0,0,0,,0,,,0,,,0,0,1,0,1,1.5,3,15,0,0.00%,WyatDe00
692,Quinton Bohanna,DAL,23,DT,13,9,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,19,2,9.50%,BohaQu00
693,Austin Bryant,DET,26,DL,9,0,0,2,1,50.00%,1,1,0.5,1,95.8,-0.5,1,0,0,2,3,0,5,9,0,0.00%,BryaAu00
694,Terrell Burgess,2TM,24,,8,1,0,2,2,100.00%,27,13.5,13.5,0,118.7,11.5,23,4,1,0,0,0,0,11,1,8.30%,BurgTe00
695,Elijah Campbell,MIA,27,DB,16,1,0,7,3,42.90%,18,6,2.6,0,50.3,8.1,14,4,8,0,1,0,1,12,0,0.00%,CampEl00
696,K'Lavon Chaisson,JAX,23,OLB,9,0,0,0,0,,0,,,0,,,0,0,3,1,2,1,4,10,0,0.00%,ChaiKL00
697,Landon Collins,NYG,28,S,6,1,1,13,8,61.50%,59,7.4,4.5,0,40.2,4.1,24,35,14,0,0,1,1,15,3,16.70%,CollLa00
698,Jarrad Davis,2TM,28,,4,1,0,2,1,50.00%,33,33,16.5,0,95.8,17.5,28,5,4,1,0,0.5,2,14,0,0.00%,DaviJa01
699,Michael Dwumfour,2TM,24,,9,0,0,0,0,,0,,,0,,,0,0,3,1,3,0,4,8,2,20.00%,DwumMi00
700,Clayton Fejedelem,MIA,29,S,13,0,0,7,4,57.10%,72,18,10.3,0,92.6,11.3,47,25,2,0,0,0,0,12,0,0.00%,FejeCl00
701,Mike Ford,ATL,27,CB,17,2,0,7,2,28.60%,32,16,4.6,0,46.1,9.9,13,19,2,0,1,0,1,15,0,0.00%,FordMi01
702,Randy Gregory,DEN,30,OLB,6,3,0,0,0,,0,,,0,,,0,0,22,1,5,2,8,12,1,7.70%,GregRa00
703,Grant Haley,LAR,26,DB,4,1,0,14,8,57.10%,59,7.4,4.2,0,67.3,6.5,22,37,0,0,0,0,0,12,2,14.30%,HaleGr00
704,Logan Hall,TAM,22,DL,17,0,0,0,0,,0,,,0,,,0,0,1,2,3,2.5,8,12,0,0.00%,HallLo00
705,Johnathan Hankins,2TM,30,DT,10,4,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,20,2,9.10%,HankJo00
706,Erik Harris,ATL,32,S,14,1,0,5,5,100.00%,55,11,11,0,112.5,4.8,24,31,1,0,0,0,0,13,0,0.00%,HarrEr00
707,Marcell Harris,NYJ,28,LB,11,0,0,2,2,100.00%,9,4.5,4.5,0,85.4,1.5,3,6,0,0,0,0,0,12,3,20.00%,HarrMa03
708,Patrick Johnson,PHI,24,LB,16,0,0,5,3,60.00%,22,7.3,4.4,1,110,-0.4,2,20,18,2,3,0,5,11,1,8.30%,JohnPa02
709,Sidney Jones,2TM,26,CB,10,2,0,14,8,57.10%,99,12.4,7.1,0,79.2,11.3,91,8,1,0,0,0,0,12,0,0.00%,JoneSi00
710,Jacob Martin,2TM,27,DE/OLB,13,0,0,1,1,100.00%,8,8,8,0,100,0,0,8,4,5,1,2.5,9,14,2,12.50%,MartJa02
711,Marquan McCall,CAR,23,DT,16,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,15,1,6.30%,McCaMa03
712,C.J. Moore,DET,27,S,11,0,0,3,2,66.70%,72,36,24,1,149.3,21.3,47,25,2,0,1,0,1,12,1,7.70%,MoorCJ01
713,Tarvarius Moore,SFO,26,DB,13,0,0,2,1,50.00%,17,17,8.5,0,79.2,14.5,15,2,0,0,0,0,0,8,0,0.00%,MoorTa00
714,Emmanuel Ogbah,MIA,29,DE,9,3,0,0,0,,0,,,0,,,0,0,3,4,4,1,9,11,1,8.30%,OgbaEm00
715,Charles Omenihu,SFO,25,DE,17,3,0,0,0,,0,,,0,,,0,0,1,6,10,4.5,21,20,2,9.10%,OmenCh00
716,Reggie Ragland,CLE,29,LB,4,2,0,1,0,0.00%,0,,0,0,39.6,1,0,0,0,0,0,0,0,14,0,0.00%,RaglRe00
717,Chris Rumph,LAC,24,OLB,15,0,0,2,2,100.00%,13,6.5,6.5,0,93.7,0.5,1,12,7,4,4,2,10,15,5,25.00%,RumpCh00
718,Cameron Thomas,ARI,22,OLB,17,0,0,0,0,,0,,,0,,,0,0,4,1,3,3,7,18,0,0.00%,ThomCa03
719,Nick Vigil,ARI,29,LB,4,2,0,11,8,72.70%,97,12.1,8.8,0,99.4,7.3,54,43,3,0,0,0,0,13,4,23.50%,VigiNi00
720,Anthony Walker,CLE,27,LB,3,3,0,8,3,37.50%,-8,-2.7,-1,0,45.8,1.9,-11,3,4,4,0,0,4,13,0,0.00%,WalkAn01
721,Myles Adams,SEA,24,DT,10,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,16,1,5.90%,AdamMy00
722,Mario Addison,HOU,35,DL,12,1,0,1,0,0.00%,0,,0,0,39.6,-4,0,0,0,4,2,1,7,15,1,6.30%,AddiMa00
723,Chris Banjo,ARI,32,S,13,1,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,11,0,0.00%,BanjCh00
724,Nik Bonitto,DEN,23,OLB,15,1,0,3,2,66.70%,16,8,5.3,0,79.9,6,1,15,18,2,2,1.5,6,14,4,22.20%,BoniNi00
725,Deon Bush,KAN,29,DB,16,0,0,2,0,0.00%,0,,0,0,39.6,20.5,0,0,2,0,0,0,0,11,0,0.00%,BushDe00
726,Brandin Echols,NYJ,25,CB,13,0,0,14,7,50.00%,102,14.6,7.3,1,97.9,11.2,60,42,0,0,0,0,0,8,1,11.10%,EchoBr00
727,Joe Gaziano,LAC,26,DL,5,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,8,0,0.00%,GaziJo01
728,Kyron Johnson,PHI,24,LB,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,8,0,0.00%,JohnKy02
729,Jamir Jones,PIT,24,LB,17,0,0,1,1,100.00%,13,13,13,0,118.7,5,5,8,3,0,0,0,0,10,0,0.00%,JoneJa11
730,Naquan Jones,TEN,24,DT,11,1,0,0,0,,0,,,0,,,0,0,0,0,2,1,3,16,0,0.00%,JoneNa01
731,Malcolm Koonce,LVR,24,DE,17,0,0,1,1,100.00%,2,2,2,0,79.2,-3,-3,5,0,2,0,0,2,9,0,0.00%,KoonMa00
732,Ja'Quan McMillian,DEN,22,CB,1,1,0,12,6,50.00%,94,15.7,7.8,0,76.4,10.3,43,51,0,0,0,0,0,7,1,12.50%,McMiJa00
733,Larrell Murchison,2TM,25,,8,0,0,0,0,,0,,,0,,,0,0,0,0,0,2,2,8,1,11.10%,MurcLa00
734,Josh Norman,CAR,35,CB,2,1,0,8,6,75.00%,87,14.5,10.9,1,149.5,10.6,42,45,0,0,0,0,0,8,0,0.00%,NormJo01
735,Joseph Ossai,CIN,22,DE,16,0,0,3,2,66.70%,19,9.5,6.3,0,84,7.7,18,1,1,3,6,3.5,13,17,1,5.60%,OssaJo00
736,Troy Reeder,LAC,28,LB,17,0,0,3,2,66.70%,48,24,16,0,109.7,9.7,12,36,4,0,0,0,0,11,0,0.00%,ReedTr01
737,Giovanni Ricci,CAR,26,TE,15,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,10,1,9.10%,RiccGi00
738,Brandon Smith,CAR,21,LB,12,1,0,5,4,80.00%,14,3.5,2.8,0,79.2,4.6,-2,16,0,0,0,0,0,8,1,11.10%,SmitBr08
739,Baylon Spector,BUF,24,LB,6,0,0,5,4,80.00%,26,6.5,5.2,0,88.3,3.8,18,8,0,0,0,0,0,6,1,14.30%,SpecBa00
740,Jay Tufele,CIN,23,DT,7,2,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,16,2,11.10%,TufeJa00
741,Garret Wallow,HOU,23,LB,13,3,0,5,2,40.00%,60,30,12,0,85.4,11.4,21,39,0,0,0,0,0,13,1,7.10%,WallGa00
742,Greedy Williams,CLE,25,CB,11,1,0,10,9,90.00%,163,18.1,16.3,2,158.3,13.1,98,65,0,0,0,0,0,11,2,15.40%,WillGr00
743,Jordan Willis,SFO,27,DE,9,0,0,0,0,,0,,,0,,,0,0,0,0,2,2,4,12,0,0.00%,WillJo09
744,Daryl Worley,BAL,27,CB,8,1,0,11,6,54.50%,59,9.8,5.4,1,100.2,14.6,44,15,0,0,0,0,0,8,0,0.00%,WorlDa00
745,Tyson Alualu,PIT,35,DE,17,2,0,0,0,,0,,,0,,,0,0,0,2,1,0.5,4,13,1,7.10%,AluaTy99
746,Genard Avery,TAM,27,OLB,9,0,0,1,0,0.00%,0,,0,0,39.6,7,0,0,3,0,4,1,5,5,0,0.00%,AverGe00
747,K.J. Britt,TAM,24,LB,12,0,0,1,1,100.00%,14,14,14,0,118.7,12,12,2,1,0,0,0,0,13,0,0.00%,BritKJ00
748,Bobby Brown,LAR,22,DT,9,1,0,0,0,,0,,,0,,,0,0,0,3,0,0,3,8,0,0.00%,BrowBo04
749,T.J. Carrie,CAR,32,CB,7,0,0,6,6,100.00%,107,17.8,17.8,1,158.3,14.5,87,20,3,0,0,0,0,9,0,0.00%,CarrTr00
750,Justin Coleman,SEA,29,CB,12,0,0,6,4,66.70%,34,8.5,5.7,0,81.2,2.3,0,34,0,0,0,0,0,10,1,9.10%,ColeJu01
751,DeeJay Dallas,SEA,24,RB,15,0,0,1,0,0.00%,0,,0,0,39.6,10,0,0,0,0,0,0,0,8,0,0.00%,DallDe00
752,Justin Ellis,NYG,32,DL,17,4,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,22,0,0.00%,ElliJu01
753,Innis Gaines,GNB,24,S,7,1,0,2,1,50.00%,7,7,3.5,0,58.3,8.5,6,1,1,0,0,0,0,6,1,14.30%,GainIn00
754,Thomas Graham,CLE,23,CB,7,0,0,6,6,100.00%,39,6.5,6.5,0,93.7,2,12,27,0,0,0,0,0,6,0,0.00%,GrahTh00
755,Chase Hansen,NOR,29,LB,11,1,0,1,1,100.00%,10,10,10,0,108.3,3,3,7,0,0,0,0,0,9,0,0.00%,HansCh02
756,Josh Jackson,2TM,26,,5,1,0,7,5,71.40%,60,12,8.6,1,136.9,8.7,54,6,0,0,0,0,0,6,0,0.00%,JackJo01
757,Devon Kennard,2TM,31,OLB,7,2,0,7,7,100.00%,68,9.7,9.7,1,146.7,-0.1,-1,69,9,2,1,0,3,7,0,0.00%,KennDe00
758,Elijah Lee,2TM,26,,8,0,0,1,1,100.00%,22,22,22,0,118.7,-5,-5,27,0,0,0,0,0,8,1,11.10%,LeexEl00
759,T.Y. McGill,SFO,30,DT,9,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,3,8,1,11.10%,McGiT.00
760,Henry Mondeaux,NYG,27,DL,11,4,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,16,1,5.90%,MondHe00
761,Kyle Peko,LVR,29,DT,8,0,0,2,2,100.00%,27,13.5,13.5,0,118.7,4,8,19,0,1,0,0,1,11,0,0.00%,PekoKy00
762,John Reid,TEN,26,DB,3,1,0,4,4,100.00%,35,8.8,8.8,0,103.1,4.8,19,16,1,0,1,0,1,5,0,0.00%,ReidJo00
763,Aaron Robinson,NYG,25,CB,2,2,0,6,2,33.30%,28,14,4.7,0,49.3,18.5,19,9,0,0,0,0,0,6,0,0.00%,RobiAa00
764,Robert Rochell,LAR,24,DB,17,0,0,1,1,100.00%,4,4,4,1,122.9,4,4,0,0,0,0,0,0,5,1,16.70%,RochRo00
765,Teez Tabor,SEA,27,SS,10,1,0,6,4,66.70%,61,15.3,10.2,0,100,12.5,49,12,0,0,0,0,0,9,1,10.00%,TaboTe00
766,Michael Thomas,CIN,32,S,16,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,12,0,0.00%,ThomMi02
767,Nick Williams,NYG,32,DL,8,7,0,0,0,,0,,,0,,,0,0,0,2,2,0,4,15,0,0.00%,WillNi01
768,Ugo Amadi,2TM,25,DB/S,3,0,0,4,3,75.00%,19,6.3,4.8,0,84.4,-0.3,2,17,5,0,0,0,0,6,2,25.00%,AmadUg00
769,Ryder Anderson,NYG,24,DL,7,2,0,0,0,,0,,,0,,,0,0,0,2,0,2,4,8,0,0.00%,AndeRy01
770,Jalyn Armour-Davis,BAL,23,CB,4,1,0,12,11,91.70%,226,20.5,18.8,2,158.3,12.5,135,91,1,0,0,0,0,6,3,33.30%,ArmoJa00
771,Corey Ballentine,GNB,26,CB,8,0,0,2,2,100.00%,14,7,7,1,135.4,7,14,0,1,0,0,0,0,5,1,16.70%,BallCo00
772,Khari Blasingame,CHI,26,FB,16,6,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,4,1,20.00%,BlasKh00
773,Montaric Brown,JAX,23,CB,8,1,0,9,6,66.70%,81,13.5,9,0,95.1,14,48,33,0,0,0,0,0,6,1,14.30%,BrowMo00
774,Tre Brown,SEA,25,CB,6,0,0,3,3,100.00%,39,13,13,0,118.7,12,36,3,0,0,0,0,0,4,0,0.00%,BrowTr03
775,Austin Calitro,2TM,28,,6,2,0,3,3,100.00%,28,9.3,9.3,1,145.1,7,21,7,2,0,0,0,0,8,0,0.00%,CaliAu00
776,Ja'Marr Chase*,CIN,22,WR,12,12,0,1,1,100.00%,3,3,3,0,79.2,2,2,1,0,0,0,0,0,4,0,0.00%,ChasJa00
777,Tyler Coyle,DAL,24,S,1,0,0,4,3,75.00%,39,13,9.8,0,105.2,3.5,14,25,0,0,0,0,0,6,0,0.00%,CoylTy00
778,Matthias Farley,LVR,30,S,17,0,0,1,1,100.00%,7,7,7,0,95.8,0,0,7,0,0,0,0,0,11,0,0.00%,FarlMa00
779,Tae Hayes,2TM,25,,7,0,0,3,1,33.30%,6,6,2,0,42.4,4.7,2,4,0,0,0,0,0,6,0,0.00%,HayeTa00
780,Travis Homer,SEA,24,RB,10,1,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,9,0,0.00%,HomeTr00
781,Khaleke Hudson,WAS,25,LB,13,1,0,1,1,100.00%,12,12,12,0,116.7,8,8,4,3,0,1,0,1,11,0,0.00%,HudsKh00
782,Bryce Huff,NYJ,24,DL,14,0,0,0,0,,0,,,0,,,0,0,2,6,6,3.5,16,6,0,0.00%,HuffBr00
783,Micah Hyde,BUF,32,S,2,2,0,3,2,66.70%,17,8.5,5.7,0,81.2,9,-1,18,1,0,0,0,0,7,0,0.00%,HydeMi00
784,Gregory Junior,JAX,23,CB,1,0,0,5,3,60.00%,41,13.7,8.2,0,86.2,12,37,4,0,0,0,0,0,6,0,0.00%,JuniGr00
785,Justin Layne,2TM,24,,9,0,0,2,1,50.00%,9,9,4.5,0,62.5,5.5,8,1,0,0,0,0,0,4,0,0.00%,LaynJu00
786,Elijah Molden,TEN,23,CB,2,1,0,3,1,33.30%,9,9,3,0,42.4,13,2,7,2,0,1,0,1,5,0,0.00%,MoldEl00
787,Michael Pierce,BAL,30,NT,3,3,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,6,1,14.30%,PierMi00
788,Greg Stroman,CHI,26,DB,2,1,1,6,4,66.70%,28,7,4.7,0,37.5,10.7,22,6,0,0,0,0,0,8,0,0.00%,StroGr00
789,Ndamukong Suh,PHI,35,DT,8,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,2,10,0,0.00%,SuhxNd99
790,Isaiah Thomas,CLE,24,DE,10,0,0,0,0,,0,,,0,,,0,0,5,2,1,1,4,9,3,25.00%,ThomIs01
791,Keir Thomas,LAR,24,OLB,8,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,4,1,20.00%,ThomKe04
792,Shaka Toney,WAS,24,DE,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,8,0,0.00%,ToneSh00
793,Kendal Vickers,LVR,27,DT,8,0,0,1,1,100.00%,8,8,8,0,100,3,3,5,0,0,1,0,1,10,0,0.00%,VickKe00
794,Tershawn Wharton,KAN,24,DT,5,0,0,2,2,100.00%,12,6,6,0,91.7,1,2,10,2,0,4,1,5,8,2,20.00%,WharTe00
795,Rachaad White,TAM,23,RB,17,8,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,6,1,14.30%,WhitRa01
796,Jamal Adams,SEA,27,SS,1,1,0,2,0,0.00%,0,,0,0,39.6,8.5,0,0,1,0,1,0,1,3,0,0.00%,AdamJa00
797,Ben Banogu,IND,26,DE,16,0,0,3,2,66.70%,15,7.5,5,0,78.5,-4,-6,21,0,4,0,0,4,10,1,9.10%,BanoBe00
798,Earnest Brown IV,LAR,23,DE,5,3,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,9,1,10.00%,BrowEa00
799,Darien Butler,LVR,22,LB,15,0,0,1,1,100.00%,18,18,18,0,118.7,14,14,4,0,0,0,0,0,11,0,0.00%,ButlDa00
800,Tevaughn Campbell,JAX,29,CB,5,0,0,6,3,50.00%,62,20.7,10.3,0,86.8,15.7,56,6,0,0,0,0,0,3,0,0.00%,CampTe00
801,Andre Chachere,PHI,26,S,7,0,0,1,0,0.00%,0,,0,0,39.6,9,0,0,0,0,0,0,0,5,0,0.00%,ChacAn00
802,L.J. Collier,SEA,27,DE,8,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,7,1,12.50%,CollLJ00
803,Jabril Cox,DAL,24,LB,9,0,0,4,3,75.00%,21,7,5.3,0,86.5,4,10,11,0,0,0,0,0,6,0,0.00%,CoxxJa00
804,Ashtyn Davis,NYJ,26,S,14,0,1,2,1,50.00%,27,27,13.5,0,56.2,19,20,7,0,0,0,0,0,5,0,0.00%,DaviAs00
805,Carl Davis,NWE,30,DL,16,2,0,0,0,,0,,,0,,,0,0,0,1,0,1,2,11,2,15.40%,DaviCa01
806,Matt Dickerson,ATL,27,DE,6,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,12,0,0.00%,DickMa00
807,Neil Farrell,LVR,24,DT,9,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,2,12,1,7.70%,FarrNe00
808,Kyle Fuller,BAL,30,CB,1,1,0,7,3,42.90%,23,7.7,3.3,0,51.5,6.3,23,0,0,0,0,0,0,3,1,25.00%,FullKy00
809,Kylen Granson,IND,24,TE,13,4,0,1,0,0.00%,0,,0,0,39.6,8,0,0,0,0,0,0,0,3,0,0.00%,GranKy00
810,Lamar Jackson,2TM,24,,8,0,0,11,4,36.40%,88,22,8,0,65.7,14.4,65,23,0,0,0,0,0,3,0,0.00%,JackLa02
811,Chris Lammons,KAN,26,CB,16,0,0,5,3,60.00%,40,13.3,8,0,85.4,7.4,19,21,0,0,0,0,0,7,0,0.00%,LammCh00
812,Jesse Luketa,ARI,23,OLB,7,0,0,1,0,0.00%,0,,0,0,39.6,0,0,0,2,0,0,0,0,3,1,25.00%,LukeJe00
813,Daviyon Nixon,CAR,24,DT,7,0,0,0,0,,0,,,0,,,0,0,1,1,0,0,1,6,0,0.00%,NixoDa00
814,Pat O'Connor,TAM,29,DL,17,0,0,0,0,,0,,,0,,,0,0,1,0,1,0,1,6,1,14.30%,OConPa00
815,Sam Okuayinonu,TEN,24,DT,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,11,0,0.00%,OkuaSa00
816,Romeo Okwara,DET,27,DL,5,0,0,0,0,,0,,,0,,,0,0,1,0,0,2,2,8,0,0.00%,OkwaRo01
817,Chris Olave,NOR,22,WR,15,9,0,1,0,0.00%,0,,0,0,39.6,19,0,0,0,0,0,0,0,3,0,0.00%,OlavCh00
818,Esezi Otomewo,MIN,23,DL,5,0,0,1,1,100.00%,-1,-1,-1,0,79.2,-4,-4,3,0,0,0,0,0,5,0,0.00%,OtomEs00
819,Del'Shawn Phillips,BAL,26,LB,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,5,0,0.00%,PhilDe00
820,Anthony Pittman,DET,26,LB,17,1,0,2,1,50.00%,10,10,5,0,64.6,9.5,13,-3,2,1,1,0,2,5,0,0.00%,PittAn01
821,Bobby Price,DET,24,CB,5,0,0,4,2,50.00%,47,23.5,11.8,1,132.3,15.5,35,12,1,0,0,0,0,4,1,20.00%,PricBo00
822,Elijah Riley,PIT,24,S,4,0,0,2,1,50.00%,2,2,1,0,56.2,11,0,2,0,0,0,0,0,5,0,0.00%,RileEl01
823,Mark Robinson,PIT,23,LB,4,2,0,2,2,100.00%,33,16.5,16.5,0,118.7,6.5,13,20,1,0,0,0,0,9,0,0.00%,RobiMa03
824,Christian Rozeboom,LAR,25,LB,17,0,0,1,1,100.00%,1,1,1,0,79.2,-3,-3,4,0,0,0,0,0,8,0,0.00%,RozeCh00
825,J.J. Russell,TAM,24,LB,6,0,0,1,1,100.00%,11,11,11,0,112.5,5,5,6,0,0,0,0,0,6,0,0.00%,RussJJ00
826,Kevon Seymour,BAL,29,CB,14,0,0,1,0,0.00%,0,,0,0,39.6,12,0,0,0,0,0,0,0,3,0,0.00%,SeymKe00
827,Taylor Stallworth,2TM,27,,7,0,0,1,1,100.00%,5,5,5,0,87.5,1,1,4,0,0,1,0,1,8,0,0.00%,StalTa00
828,Tommy Togiai,CLE,23,DT,12,2,0,1,0,0.00%,0,,0,0,39.6,1,0,0,0,1,1,0.5,3,13,0,0.00%,TogiTo00
829,Tommy Tremble,CAR,22,TE,17,4,0,1,0,0.00%,0,,0,0,39.6,20,0,0,0,0,0,0,0,4,0,0.00%,TremTo00
830,Luiji Vilain,MIN,24,OLB,3,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,4,0,0.00%,VilaLu00
831,Derek Watt,PIT,30,FB,17,3,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,4,0,0.00%,WattDe00
832,Sterling Weatherford,CHI,23,LB,14,0,0,2,2,100.00%,19,9.5,9.5,0,106.2,2,4,15,0,0,0,0,0,4,0,0.00%,WeatSt01
833,Kristian Welch,BAL,24,LB,17,0,0,1,1,100.00%,14,14,14,0,118.7,12,12,2,0,0,0,0,0,3,0,0.00%,WelcKr00
834,Chase Young,WAS,23,DE,3,2,0,2,0,0.00%,0,,0,0,39.6,-5.5,0,0,0,0,1,0,1,5,0,0.00%,YounCh04
835,Olasunkanmi Adeniyi,TEN,25,OLB,3,1,0,0,0,,0,,,0,,,0,0,6,0,0,0,0,3,0,0.00%,AdenOl00
836,Jeremiah Attaochu,2TM,29,OLB,3,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,2,0,0.00%,AttaJe00
837,Quinton Bell,ATL,26,OLB,4,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,3,0,0.00%,BellQu00
838,Ross Blacklock,MIN,24,DL,11,0,0,1,1,100.00%,12,12,12,0,116.7,4,4,8,0,3,0,1,4,2,2,50.00%,BlacRo00
839,Mike Boone,DEN,27,RB,9,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,2,1,33.30%,BoonMi00
840,Aaron Brewer,ARI,32,LS,15,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,2,0,0.00%,BrewAa00
841,Tony Brown,IND,27,CB,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,1,1,7,0,0.00%,BrowTo01
842,Jamie Collins,NWE,33,LB,3,1,0,1,1,100.00%,11,11,11,0,112.5,7,7,4,1,0,0,0,0,2,0,0.00%,CollJa00
843,Brandon Copeland,BAL,31,LB,3,0,0,1,1,100.00%,7,7,7,0,95.8,1,1,6,1,1,0,1,2,5,2,28.60%,CopeBr00
844,Xavier Crawford,SEA,27,CB,6,0,0,1,1,100.00%,6,6,6,0,91.7,6,6,0,0,0,0,0,0,3,0,0.00%,CrawXa00
845,Samuel Eguavoen,MIA,29,LB,17,0,0,4,4,100.00%,5,1.3,1.3,4,118.7,0.5,2,3,1,0,0,0,0,4,0,0.00%,EguaSa00
846,Milo Eifler,WAS,24,LB,10,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,4,1,20.00%,EiflMi00
847,Allan George,CIN,23,CB,4,0,0,4,3,75.00%,30,10,7.5,0,95.8,7.5,23,7,0,0,0,0,0,2,0,0.00%,GeorAl00
848,Tyler Higbee,LAR,29,TE,17,17,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,2,0,0.00%,HigbTy00
849,Ja'Marcus Ingram,BUF,25,CB,2,0,0,5,2,40.00%,38,19,7.6,0,67.1,10.4,24,14,0,0,0,0,0,3,0,0.00%,IngrJa00
850,Jackrabbit Jenkins,SFO,34,CB,2,0,0,2,2,100.00%,22,11,11,0,112.5,7.5,15,7,0,0,0,0,0,3,1,25.00%,JenkJa03
851,Darryl Johnson,SEA,25,LB,4,1,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,4,1,20.00%,JohnDa10
